"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Komatsubara K.; Keeley A.R.; Managi S.","Komatsubara, Kento (57274727900); Keeley, Alexander Ryota (57189391230); Managi, Shunsuke (13609873900)","57274727900; 57189391230; 13609873900","Revisiting the Value of Various Ecosystems: Considering Spatiality and Disaster Concern","2023","Sustainability (Switzerland)","15","4","3154","","","","2","10.3390/su15043154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149335184&doi=10.3390%2fsu15043154&partnerID=40&md5=c767edd34dff2d74a43fb915a1b40c4a","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149335184"
"Keeley A.R.; Komatsubara K.; Managi S.","Keeley, Alexander R. (57189391230); Komatsubara, Kento (57274727900); Managi, Shunsuke (13609873900)","57189391230; 57274727900; 13609873900","The value of invisibility: factors affecting social acceptance of renewable energy","2022","Energy Sources, Part B: Economics, Planning and Policy","17","1","1983891","","","","22","10.1080/15567249.2021.1983891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115877467&doi=10.1080%2f15567249.2021.1983891&partnerID=40&md5=f2291149df7fa7eaefaae7e4aedba67a","Article","Final","","Scopus","2-s2.0-85115877467"
