"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Shinozaki K.; Nishijima J.; Wakeyama T.","Shinozaki, Kotaro (58151321200); Nishijima, Jun (35234476800); Wakeyama, Tatsuya (26323346400)","58151321200; 35234476800; 26323346400","A Questionnaire Survey and An Agent-based Simulation as to Consensus Building on Geothermal Development in Japan","2024","Transactions - Geothermal Resources Council","48","","","696","705","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214249451&partnerID=40&md5=9b1c408382cb0ec54c4e7f726dce13d0","Conference paper","Final","","Scopus","2-s2.0-85214249451"
"Shinozaki K.; Nishijima J.; Wakeyama T.","Shinozaki, Kotaro (58151321200); Nishijima, Jun (35234476800); Wakeyama, Tatsuya (26323346400)","58151321200; 35234476800; 26323346400","A game theoretic analysis of geothermal development consensus building in Japan","2025","Energy Reports","13","","","278","285","7","4","10.1016/j.egyr.2024.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211499792&doi=10.1016%2fj.egyr.2024.12.004&partnerID=40&md5=2c5d1bedfdb4eb375b20b2761d278884","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211499792"
